scenario,seed,tick,warmup,category,good,tier,price,units,sold,blocked,unaffordable,mix_share,category_mix_share
credit_off,1,18,1,electronics,electronics,standard,914.40,11,11,2,5,0.478261,0.478261
credit_off,1,18,1,electronics,electronics,premium,1445.25,6,2,0,5,0.086957,0.086957
credit_off,1,18,1,appliances,appliances,budget,743.22,4,3,0,15,0.375000,0.375000
credit_off,1,18,1,appliances,appliances,standard,1031.61,4,4,2,1,0.500000,0.500000
credit_off,1,18,1,appliances,appliances,premium,1532.44,2,1,0,4,0.125000,0.125000
credit_off,1,19,1,food,food,budget,187.37,400,400,53,0,0.422386,0.422386
credit_off,1,19,1,food,food,standard,333.75,400,358,0,31,0.378036,0.378036
credit_off,1,19,1,food,food,premium,554.76,200,189,0,15,0.199578,0.199578
credit_off,1,19,1,leisure,leisure,budget,119.43,400,400,1,2,0.405680,0.405680
credit_off,1,19,1,leisure,leisure,standard,208.20,400,386,0,16,0.391481,0.391481
credit_off,1,19,1,leisure,leisure,premium,359.11,200,200,13,12,0.202840,0.202840
credit_off,1,19,1,clothing,clothing,budget,260.85,67,56,0,30,0.366013,0.366013
credit_off,1,19,1,clothing,clothing,standard,412.99,67,67,11,10,0.437908,0.437908
credit_off,1,19,1,clothing,clothing,premium,667.94,33,30,0,5,0.196078,0.196078
credit_off,1,19,1,hobby,hobby,budget,379.24,33,30,0,43,0.389610,0.389610
credit_off,1,19,1,hobby,hobby,standard,614.99,33,30,0,7,0.389610,0.389610
credit_off,1,19,1,hobby,hobby,premium,1021.70,17,17,5,5,0.220779,0.220779
credit_off,1,19,1,electronics,electronics,budget,597.47,11,11,14,40,0.611111,0.611111
credit_off,1,19,1,electronics,electronics,standard,922.71,11,4,0,10,0.222222,0.222222
credit_off,1,19,1,electronics,electronics,premium,1397.07,6,3,0,3,0.166667,0.166667
credit_off,1,19,1,appliances,appliances,budget,733.93,4,3,0,19,0.375000,0.375000
credit_off,1,19,1,appliances,appliances,standard,1057.40,4,3,0,3,0.375000,0.375000
credit_off,1,19,1,appliances,appliances,premium,1494.13,2,2,0,3,0.250000,0.250000
credit_off,1,20,0,food,food,budget,188.62,400,400,14,0,0.406091,0.406091
credit_off,1,20,0,food,food,standard,332.00,400,400,33,35,0.406091,0.406091
credit_off,1,20,0,food,food,premium,553.24,200,185,0,19,0.187817,0.187817
credit_off,1,20,0,leisure,leisure,budget,119.44,400,398,0,2,0.401210,0.401210
credit_off,1,20,0,leisure,leisure,standard,207.83,400,400,5,22,0.403226,0.403226
credit_off,1,20,0,leisure,leisure,premium,360.28,200,194,0,16,0.195565,0.195565
credit_off,1,20,0,clothing,clothing,budget,258.71,67,66,0,31,0.431373,0.431373
credit_off,1,20,0,clothing,clothing,standard,416.38,67,54,0,8,0.352941,0.352941
credit_off,1,20,0,clothing,clothing,premium,664.91,33,33,3,6,0.215686,0.215686
credit_off,1,20,0,hobby,hobby,budget,377.52,33,28,0,44,0.378378,0.378378
credit_off,1,20,0,hobby,hobby,standard,612.20,33,31,0,4,0.418919,0.418919
credit_off,1,20,0,hobby,hobby,premium,1036.72,17,15,0,4,0.202703,0.202703
credit_off,1,20,0,electronics,electronics,budget,627.34,11,11,10,40,0.392857,0.392857
credit_off,1,20,0,electronics,electronics,standard,893.35,11,11,4,7,0.392857,0.392857
credit_off,1,20,0,electronics,electronics,premium,1362.15,6,6,6,2,0.214286,0.214286
credit_off,1,20,0,appliances,appliances,budget,724.75,4,4,8,18,0.571429,0.571429
credit_off,1,20,0,appliances,appliances,standard,1044.18,4,2,0,4,0.285714,0.285714
credit_off,1,20,0,appliances,appliances,premium,1494.13,2,1,0,1,0.142857,0.142857
credit_off,1,21,0,food,food,budget,188.95,400,396,0,0,0.397590,0.397590
credit_off,1,21,0,food,food,standard,333.37,400,400,21,30,0.401606,0.401606
credit_off,1,21,0,food,food,premium,551.16,200,200,14,17,0.200803,0.200803
credit_off,1,21,0,leisure,leisure,budget,119.41,400,384,0,1,0.391039,0.391039
credit_off,1,21,0,leisure,leisure,standard,207.96,400,400,0,23,0.407332,0.407332
credit_off,1,21,0,leisure,leisure,premium,359.74,200,198,0,10,0.201629,0.201629
credit_off,1,21,0,clothing,clothing,budget,258.51,67,65,0,31,0.422078,0.422078
credit_off,1,21,0,clothing,clothing,standard,412.34,67,63,0,11,0.409091,0.409091
credit_off,1,21,0,clothing,clothing,premium,667.93,33,26,0,5,0.168831,0.168831
credit_off,1,21,0,hobby,hobby,budget,374.66,33,30,0,43,0.441176,0.441176
credit_off,1,21,0,hobby,hobby,standard,610.34,33,25,0,4,0.367647,0.367647
credit_off,1,21,0,hobby,hobby,premium,1030.62,17,13,0,3,0.191176,0.191176
credit_off,1,21,0,electronics,electronics,budget,655.86,11,11,8,39,0.407407,0.407407
credit_off,1,21,0,electronics,electronics,standard,909.59,11,11,5,6,0.407407,0.407407
credit_off,1,21,0,electronics,electronics,premium,1430.25,6,5,0,6,0.185185,0.185185
credit_off,1,21,0,appliances,appliances,budget,760.99,4,3,0,24,0.333333,0.333333
credit_off,1,21,0,appliances,appliances,standard,1018.08,4,4,2,1,0.444444,0.444444
credit_off,1,21,0,appliances,appliances,premium,1456.78,2,2,1,3,0.222222,0.222222
credit_off,1,22,0,food,food,budget,188.85,400,397,0,0,0.398195,0.398195
credit_off,1,22,0,food,food,standard,334.25,400,400,2,40,0.401204,0.401204
credit_off,1,22,0,food,food,premium,553.09,200,200,12,14,0.200602,0.200602
credit_off,1,22,0,leisure,leisure,budget,119.17,400,400,5,3,0.408580,0.408580
credit_off,1,22,0,leisure,leisure,standard,207.96,400,400,7,26,0.408580,0.408580
credit_off,1,22,0,leisure,leisure,premium,359.56,200,179,0,19,0.182840,0.182840
credit_off,1,22,0,clothing,clothing,budget,258.13,67,66,0,30,0.397590,0.397590
credit_off,1,22,0,clothing,clothing,standard,411.11,67,67,3,12,0.403614,0.403614
credit_off,1,22,0,clothing,clothing,premium,660.85,33,33,1,4,0.198795,0.198795
credit_off,1,22,0,hobby,hobby,budget,372.95,33,33,7,40,0.417722,0.417722
credit_off,1,22,0,hobby,hobby,standard,602.94,33,33,5,5,0.417722,0.417722
credit_off,1,22,0,hobby,hobby,premium,1018.50,17,13,0,4,0.164557,0.164557
credit_off,1,22,0,electronics,electronics,budget,679.71,11,5,0,40,0.227273,0.227273
credit_off,1,22,0,electronics,electronics,standard,930.26,11,11,1,4,0.500000,0.500000
credit_off,1,22,0,electronics,electronics,premium,1418.33,6,6,1,7,0.272727,0.272727
credit_off,1,22,0,appliances,appliances,budget,751.48,4,4,1,21,0.800000,0.800000
credit_off,1,22,0,appliances,appliances,standard,1043.53,4,1,0,4,0.200000,0.200000
credit_off,1,22,0,appliances,appliances,premium,1493.20,2,0,0,0,0.000000,0.000000
credit_off,1,23,0,food,food,budget,188.78,400,400,16,0,0.407332,0.407332
credit_off,1,23,0,food,food,standard,334.33,400,390,0,35,0.397149,0.397149
credit_off,1,23,0,food,food,premium,554.75,200,192,0,12,0.195519,0.195519
credit_off,1,23,0,leisure,leisure,budget,119.25,400,400,4,3,0.408163,0.408163
credit_off,1,23,0,leisure,leisure,standard,208.15,400,380,0,15,0.387755,0.387755
credit_off,1,23,0,leisure,leisure,premium,357.67,200,200,8,13,0.204082,0.204082
credit_off,1,23,0,clothing,clothing,budget,257.94,67,67,8,25,0.418750,0.418750
credit_off,1,23,0,clothing,clothing,standard,412.03,67,65,0,10,0.406250,0.406250
credit_off,1,23,0,clothing,clothing,premium,661.85,33,28,0,7,0.175000,0.175000
credit_off,1,23,0,hobby,hobby,budget,376.91,33,33,6,38,0.397590,0.397590
credit_off,1,23,0,hobby,hobby,standard,607.51,33,33,2,4,0.397590,0.397590
credit_off,1,23,0,hobby,hobby,premium,1006.52,17,17,3,0,0.204819,0.204819
credit_off,1,23,0,electronics,electronics,budget,661.17,11,7,0,45,0.291667,0.291667
credit_off,1,23,0,electronics,electronics,standard,934.49,11,11,2,5,0.458333,0.458333
credit_off,1,23,0,electronics,electronics,premium,1430.15,6,6,2,6,0.250000,0.250000
credit_off,1,23,0,appliances,appliances,budget,760.87,4,4,0,21,0.400000,0.400000
credit_off,1,23,0,appliances,appliances,standard,1004.39,4,4,1,3,0.400000,0.400000
credit_off,1,23,0,appliances,appliances,premium,1418.54,2,2,4,0,0.200000,0.200000
credit_off,1,24,0,food,food,budget,189.16,400,400,7,0,0.404449,0.404449
credit_off,1,24,0,food,food,standard,333.91,400,400,11,31,0.404449,0.404449
credit_off,1,24,0,food,food,premium,553.64,200,189,0,16,0.191102,0.191102
credit_off,1,24,0,leisure,leisure,budget,119.31,400,386,0,1,0.391481,0.391481
credit_off,1,24,0,leisure,leisure,standard,207.63,400,400,0,24,0.405680,0.405680
credit_off,1,24,0,leisure,leisure,premium,358.38,200,200,1,9,0.202840,0.202840
credit_off,1,24,0,clothing,clothing,budget,259.48,67,54,0,27,0.375000,0.375000
credit_off,1,24,0,clothing,clothing,standard,411.42,67,61,0,10,0.423611,0.423611
credit_off,1,24,0,clothing,clothing,premium,656.83,33,29,0,6,0.201389,0.201389
credit_off,1,24,0,hobby,hobby,budget,380.34,33,26,0,40,0.376812,0.376812
credit_off,1,24,0,hobby,hobby,standard,609.35,33,30,0,5,0.434783,0.434783
credit_off,1,24,0,hobby,hobby,premium,1015.40,17,13,0,3,0.188406,0.188406
credit_off,1,24,0,electronics,electronics,budget,649.15,11,10,0,49,0.370370,0.370370
credit_off,1,24,0,electronics,electronics,standard,942.99,11,11,4,6,0.407407,0.407407
credit_off,1,24,0,electronics,electronics,premium,1453.99,6,6,1,6,0.222222,0.222222
credit_off,1,24,0,appliances,appliances,budget,760.87,4,1,0,23,0.142857,0.142857
credit_off,1,24,0,appliances,appliances,standard,1016.95,4,4,0,1,0.571429,0.571429
credit_off,1,24,0,appliances,appliances,premium,1489.46,2,2,0,4,0.285714,0.285714
credit_off,1,25,0,food,food,budget,189.32,400,400,45,0,0.419727,0.419727
credit_off,1,25,0,food,food,standard,334.37,400,364,0,36,0.381952,0.381952
credit_off,1,25,0,food,food,premium,552.12,200,189,0,20,0.198321,0.198321
credit_off,1,25,0,leisure,leisure,budget,119.10,400,400,24,1,0.414079,0.414079
credit_off,1,25,0,leisure,leisure,standard,207.63,400,381,0,23,0.394410,0.394410
credit_off,1,25,0,leisure,leisure,premium,358.47,200,185,0,13,0.191511,0.191511
credit_off,1,25,0,clothing,clothing,budget,256.96,67,64,0,25,0.402516,0.402516
credit_off,1,25,0,clothing,clothing,standard,409.57,67,62,0,10,0.389937,0.389937
credit_off,1,25,0,clothing,clothing,premium,652.85,33,33,3,6,0.207547,0.207547
credit_off,1,25,0,hobby,hobby,budget,376.30,33,31,0,43,0.462687,0.462687
credit_off,1,25,0,hobby,hobby,standard,606.58,33,24,0,5,0.358209,0.358209
credit_off,1,25,0,hobby,hobby,premium,1003.45,17,12,0,3,0.179104,0.179104
credit_off,1,25,0,electronics,electronics,budget,646.20,11,10,0,51,0.384615,0.384615
credit_off,1,25,0,electronics,electronics,standard,960.13,11,10,0,9,0.384615,0.384615
credit_off,1,25,0,electronics,electronics,premium,1466.11,6,6,3,4,0.230769,0.230769
credit_off,1,25,0,appliances,appliances,budget,732.34,4,3,0,31,0.375000,0.375000
credit_off,1,25,0,appliances,appliances,standard,1016.95,4,3,0,3,0.375000,0.375000
credit_off,1,25,0,appliances,appliances,premium,1489.46,2,2,3,0,0.250000,0.250000
credit_off,1,26,0,food,food,budget,190.39,400,398,0,0,0.398798,0.398798
credit_off,1,26,0,food,food,standard,332.87,400,400,22,28,0.400802,0.400802
credit_off,1,26,0,food,food,premium,550.60,200,200,13,17,0.200401,0.200401
credit_off,1,26,0,leisure,leisure,budget,119.46,400,384,0,2,0.391039,0.391039
credit_off,1,26,0,leisure,leisure,standard,207.13,400,398,0,29,0.405295,0.405295
credit_off,1,26,0,leisure,leisure,premium,357.13,200,200,15,9,0.203666,0.203666
credit_off,1,26,0,clothing,clothing,budget,256.38,67,56,0,25,0.358974,0.358974
credit_off,1,26,0,clothing,clothing,standard,408.05,67,67,4,10,0.429487,0.429487
credit_off,1,26,0,clothing,clothing,premium,655.82,33,33,1,5,0.211538,0.211538
credit_off,1,26,0,hobby,hobby,budget,375.16,33,29,0,46,0.432836,0.432836
credit_off,1,26,0,hobby,hobby,standard,598.31,33,26,0,5,0.388060,0.388060
credit_off,1,26,0,hobby,hobby,premium,988.69,17,12,0,1,0.179104,0.179104
credit_off,1,26,0,electronics,electronics,budget,643.26,11,11,2,51,0.392857,0.392857
credit_off,1,26,0,electronics,electronics,standard,955.77,11,11,0,10,0.392857,0.392857
credit_off,1,26,0,electronics,electronics,premium,1502.76,6,6,2,2,0.214286,0.214286
credit_off,1,26,0,appliances,appliances,budget,723.18,4,4,9,32,0.500000,0.500000
credit_off,1,26,0,appliances,appliances,standard,1004.24,4,4,2,2,0.500000,0.500000
credit_off,1,26,0,appliances,appliances,premium,1563.94,2,0,0,1,0.000000,0.000000
credit_off,1,27,0,food,food,budget,190.34,400,396,0,0,0.397590,0.397590
credit_off,1,27,0,food,food,standard,333.78,400,400,9,24,0.401606,0.401606
credit_off,1,27,0,food,food,premium,552.39,200,200,1,22,0.200803,0.200803
credit_off,1,27,0,leisure,leisure,budget,119.22,400,400,1,3,0.407747,0.407747
credit_off,1,27,0,leisure,leisure,standard,207.08,400,400,8,22,0.407747,0.407747
credit_off,1,27,0,leisure,leisure,premium,358.47,200,181,0,18,0.184506,0.184506
credit_off,1,27,0,clothing,clothing,budget,254.28,67,67,9,27,0.478571,0.478571
credit_off,1,27,0,clothing,clothing,standard,409.26,67,51,0,9,0.364286,0.364286
credit_off,1,27,0,clothing,clothing,premium,656.81,33,22,0,10,0.157143,0.157143
credit_off,1,27,0,hobby,hobby,budget,372.89,33,29,0,43,0.367089,0.367089
credit_off,1,27,0,hobby,hobby,standard,591.96,33,33,1,4,0.417722,0.417722
credit_off,1,27,0,hobby,hobby,premium,974.15,17,17,9,4,0.215190,0.215190
credit_off,1,27,0,electronics,electronics,budget,649.11,11,11,9,57,0.423077,0.423077
credit_off,1,27,0,electronics,electronics,standard,955.77,11,11,5,5,0.423077,0.423077
credit_off,1,27,0,electronics,electronics,premium,1527.80,6,4,0,6,0.153846,0.153846
credit_off,1,27,0,appliances,appliances,budget,759.34,4,4,9,26,0.800000,0.800000
credit_off,1,27,0,appliances,appliances,standard,1029.34,4,1,0,4,0.200000,0.200000
credit_off,1,27,0,appliances,appliances,premium,1485.74,2,0,0,1,0.000000,0.000000
credit_off,1,28,0,food,food,budget,190.25,400,399,0,0,0.399399,0.399399
credit_off,1,28,0,food,food,standard,334.16,400,400,3,42,0.400400,0.400400
credit_off,1,28,0,food,food,premium,552.53,200,200,13,19,0.200200,0.200200
credit_off,1,28,0,leisure,leisure,budget,119.23,400,399,0,1,0.403030,0.403030
credit_off,1,28,0,leisure,leisure,standard,207.29,400,391,0,30,0.394949,0.394949
credit_off,1,28,0,leisure,leisure,premium,356.77,200,200,11,13,0.202020,0.202020
credit_off,1,28,0,clothing,clothing,budget,255.99,67,67,15,28,0.418750,0.418750
credit_off,1,28,0,clothing,clothing,standard,404.38,67,67,17,13,0.418750,0.418750
credit_off,1,28,0,clothing,clothing,premium,645.87,33,26,0,7,0.162500,0.162500
credit_off,1,28,0,hobby,hobby,budget,370.63,33,32,0,43,0.400000,0.400000
credit_off,1,28,0,hobby,hobby,standard,592.86,33,33,5,6,0.412500,0.412500
credit_off,1,28,0,hobby,hobby,premium,999.94,17,15,0,4,0.187500,0.187500
credit_off,1,28,0,electronics,electronics,budget,675.66,11,11,7,53,0.392857,0.392857
credit_off,1,28,0,electronics,electronics,standard,977.49,11,11,3,8,0.392857,0.392857
credit_off,1,28,0,electronics,electronics,premium,1502.34,6,6,0,7,0.214286,0.214286
credit_off,1,28,0,appliances,appliances,budget,797.31,4,4,5,24,0.400000,0.400000
credit_off,1,28,0,appliances,appliances,standard,990.74,4,4,2,2,0.400000,0.400000
credit_off,1,28,0,appliances,appliances,premium,1411.45,2,2,2,2,0.200000,0.200000
credit_off,1,29,0,food,food,budget,190.22,400,400,55,0,0.424178,0.424178
credit_off,1,29,0,food,food,standard,334.28,400,368,0,34,0.390244,0.390244
credit_off,1,29,0,food,food,premium,554.32,200,175,0,17,0.185578,0.185578
credit_off,1,29,0,leisure,leisure,budget,119.22,400,400,31,1,0.417537,0.417537
credit_off,1,29,0,leisure,leisure,standard,207.06,400,374,0,30,0.390397,0.390397
credit_off,1,29,0,leisure,leisure,premium,357.75,200,184,0,10,0.192067,0.192067
credit_off,1,29,0,clothing,clothing,budget,258.85,67,66,0,28,0.397590,0.397590
credit_off,1,29,0,clothing,clothing,standard,409.51,67,67,9,11,0.403614,0.403614
credit_off,1,29,0,clothing,clothing,premium,639.02,33,33,25,5,0.198795,0.198795
credit_off,1,29,0,hobby,hobby,budget,370.07,33,28,0,42,0.411765,0.411765
credit_off,1,29,0,hobby,hobby,standard,597.35,33,23,0,5,0.338235,0.338235
credit_off,1,29,0,hobby,hobby,premium,994.06,17,17,0,2,0.250000,0.250000
credit_off,1,29,0,electronics,electronics,budget,697.16,11,9,0,49,0.346154,0.346154
credit_off,1,29,0,electronics,electronics,standard,990.82,11,11,2,7,0.423077,0.423077
credit_off,1,29,0,electronics,electronics,premium,1502.34,6,6,2,4,0.230769,0.230769
credit_off,1,29,0,appliances,appliances,budget,837.18,4,0,0,16,0.000000,0.000000
credit_off,1,29,0,appliances,appliances,standard,1015.51,4,1,0,0,0.333333,0.333333
credit_off,1,29,0,appliances,appliances,premium,1482.03,2,2,0,1,0.666667,0.666667
credit_off,1,30,0,food,food,budget,191.53,400,400,7,0,0.403633,0.403633
credit_off,1,30,0,food,food,standard,332.95,400,400,37,28,0.403633,0.403633
credit_off,1,30,0,food,food,premium,550.86,200,191,0,18,0.192735,0.192735
credit_off,1,30,0,leisure,leisure,budget,119.68,400,399,0,3,0.406314,0.406314
credit_off,1,30,0,leisure,leisure,standard,206.38,400,400,36,31,0.407332,0.407332
credit_off,1,30,0,leisure,leisure,premium,356.32,200,183,0,11,0.186354,0.186354
credit_off,1,30,0,clothing,clothing,budget,258.66,67,63,0,31,0.420000,0.420000
credit_off,1,30,0,clothing,clothing,standard,412.26,67,62,0,7,0.413333,0.413333
credit_off,1,30,0,clothing,clothing,premium,663.22,33,25,0,3,0.166667,0.166667
credit_off,1,30,0,hobby,hobby,budget,367.26,33,33,8,42,0.397590,0.397590
credit_off,1,30,0,hobby,hobby,standard,588.30,33,33,6,6,0.397590,0.397590
credit_off,1,30,0,hobby,hobby,premium,994.06,17,17,5,1,0.204819,0.204819
credit_off,1,30,0,electronics,electronics,budget,690.82,11,6,0,56,0.285714,0.285714
credit_off,1,30,0,electronics,electronics,standard,999.83,11,9,0,6,0.428571,0.428571
credit_off,1,30,0,electronics,electronics,premium,1527.38,6,6,0,6,0.285714,0.285714
credit_off,1,30,0,appliances,appliances,budget,795.32,4,4,0,31,0.500000,0.500000
credit_off,1,30,0,appliances,appliances,standard,977.43,4,4,2,2,0.500000,0.500000
credit_off,1,30,0,appliances,appliances,premium,1482.03,2,0,0,2,0.000000,0.000000
credit_off,1,31,0,food,food,budget,191.70,400,400,2,0,0.401606,0.401606
credit_off,1,31,0,food,food,standard,334.49,400,396,0,35,0.397590,0.397590
credit_off,1,31,0,food,food,premium,549.62,200,200,15,20,0.200803,0.200803
credit_off,1,31,0,leisure,leisure,budget,119.66,400,399,0,1,0.405076,0.405076
credit_off,1,31,0,leisure,leisure,standard,207.31,400,400,9,21,0.406091,0.406091
credit_off,1,31,0,leisure,leisure,premium,354.80,200,186,0,19,0.188832,0.188832
credit_off,1,31,0,clothing,clothing,budget,257.89,67,65,0,31,0.403727,0.403727
credit_off,1,31,0,clothing,clothing,standard,410.72,67,63,0,7,0.391304,0.391304
credit_off,1,31,0,clothing,clothing,premium,655.18,33,33,2,8,0.204969,0.204969
credit_off,1,31,0,hobby,hobby,budget,371.71,33,33,5,45,0.423077,0.423077
credit_off,1,31,0,hobby,hobby,standard,593.65,33,33,10,4,0.423077,0.423077
credit_off,1,31,0,hobby,hobby,premium,1008.68,17,12,0,4,0.153846,0.153846
credit_off,1,31,0,electronics,electronics,budget,675.12,11,10,0,54,0.384615,0.384615
credit_off,1,31,0,electronics,electronics,standard,990.74,11,10,0,10,0.384615,0.384615
credit_off,1,31,0,electronics,electronics,premium,1527.38,6,6,0,2,0.230769,0.230769
credit_off,1,31,0,appliances,appliances,budget,795.32,4,3,0,29,0.333333,0.333333
credit_off,1,31,0,appliances,appliances,standard,1001.87,4,4,1,2,0.444444,0.444444
credit_off,1,31,0,appliances,appliances,premium,1407.93,2,2,0,4,0.222222,0.222222
credit_off,1,32,0,food,food,budget,191.74,400,400,33,0,0.416667,0.416667
credit_off,1,32,0,food,food,standard,334.32,400,400,24,36,0.416667,0.416667
credit_off,1,32,0,food,food,premium,551.68,200,160,0,22,0.166667,0.166667
credit_off,1,32,0,leisure,leisure,budget,119.65,400,394,0,2,0.401631,0.401631
credit_off,1,32,0,leisure,leisure,standard,207.54,400,387,0,22,0.394495,0.394495
credit_off,1,32,0,leisure,leisure,premium,353.56,200,200,6,14,0.203874,0.203874
credit_off,1,32,0,clothing,clothing,budget,257.50,67,53,0,32,0.355705,0.355705
credit_off,1,32,0,clothing,clothing,standard,409.49,67,67,0,8,0.449664,0.449664
credit_off,1,32,0,clothing,clothing,premium,657.17,33,29,0,4,0.194631,0.194631
credit_off,1,32,0,hobby,hobby,budget,374.53,33,29,0,45,0.391892,0.391892
credit_off,1,32,0,hobby,hobby,standard,602.64,33,33,9,3,0.445946,0.445946
credit_off,1,32,0,hobby,hobby,premium,993.84,17,12,0,2,0.162162,0.162162
credit_off,1,32,0,electronics,electronics,budget,672.05,11,6,0,58,0.272727,0.272727
credit_off,1,32,0,electronics,electronics,standard,986.24,11,10,0,6,0.454545,0.454545
credit_off,1,32,0,electronics,electronics,premium,1527.38,6,6,0,5,0.272727,0.272727
credit_off,1,32,0,appliances,appliances,budget,785.38,4,4,0,27,0.444444,0.444444
credit_off,1,32,0,appliances,appliances,standard,1014.39,4,4,2,2,0.444444,0.444444
credit_off,1,32,0,appliances,appliances,premium,1407.93,2,1,0,4,0.111111,0.111111
credit_off,1,33,0,food,food,budget,192.54,400,398,0,0,0.398798,0.398798
credit_off,1,33,0,food,food,standard,335.32,400,400,15,28,0.400802,0.400802
credit_off,1,33,0,food,food,premium,546.16,200,200,47,22,0.200401,0.200401
credit_off,1,33,0,leisure,leisure,budget,119.56,400,386,0,2,0.391481,0.391481
credit_off,1,33,0,leisure,leisure,standard,207.21,400,400,2,22,0.405680,0.405680
credit_off,1,33,0,leisure,leisure,premium,354.09,200,200,12,12,0.202840,0.202840
credit_off,1,33,0,clothing,clothing,budget,254.81,67,66,0,31,0.458333,0.458333
credit_off,1,33,0,clothing,clothing,standard,409.49,67,53,0,6,0.368056,0.368056
credit_off,1,33,0,clothing,clothing,premium,653.19,33,25,0,8,0.173611,0.173611
credit_off,1,33,0,hobby,hobby,budget,372.26,33,32,0,44,0.470588,0.470588
credit_off,1,33,0,hobby,hobby,standard,610.86,33,19,0,5,0.279412,0.279412
credit_off,1,33,0,hobby,hobby,premium,979.23,17,17,5,2,0.250000,0.250000
credit_off,1,33,0,electronics,electronics,budget,656.78,11,5,0,64,0.294118,0.294118
credit_off,1,33,0,electronics,electronics,standard,981.75,11,6,0,3,0.352941,0.352941
credit_off,1,33,0,electronics,electronics,premium,1527.38,6,6,0,2,0.352941,0.352941
credit_off,1,33,0,appliances,appliances,budget,785.38,4,4,3,25,0.400000,0.400000
credit_off,1,33,0,appliances,appliances,standard,1039.75,4,4,3,1,0.400000,0.400000
credit_off,1,33,0,appliances,appliances,premium,1372.73,2,2,1,3,0.200000,0.200000
credit_off,1,34,0,food,food,budget,192.49,400,400,9,0,0.404449,0.404449
credit_off,1,34,0,food,food,standard,335.95,400,400,18,38,0.404449,0.404449
credit_off,1,34,0,food,food,premium,552.58,200,189,0,19,0.191102,0.191102
credit_off,1,34,0,leisure,leisure,budget,119.35,400,400,16,3,0.411946,0.411946
credit_off,1,34,0,leisure,leisure,standard,207.26,400,371,0,32,0.382080,0.382080
credit_off,1,34,0,leisure,leisure,premium,355.15,200,200,3,5,0.205973,0.205973
credit_off,1,34,0,clothing,clothing,budget,254.62,67,58,0,32,0.374194,0.374194
credit_off,1,34,0,clothing,clothing,standard,405.22,67,64,0,13,0.412903,0.412903
credit_off,1,34,0,clothing,clothing,premium,645.27,33,33,0,5,0.212903,0.212903
credit_off,1,34,0,hobby,hobby,budget,371.70,33,30,0,42,0.394737,0.394737
credit_off,1,34,0,hobby,hobby,standard,597.90,33,33,5,3,0.434211,0.434211
credit_off,1,34,0,hobby,hobby,premium,993.63,17,13,0,3,0.171053,0.171053
credit_off,1,34,0,electronics,electronics,budget,638.87,11,11,4,70,0.392857,0.392857
credit_off,1,34,0,electronics,electronics,standard,959.44,11,11,3,6,0.392857,0.392857
credit_off,1,34,0,electronics,electronics,premium,1527.38,6,6,0,2,0.214286,0.214286
credit_off,1,34,0,appliances,appliances,budget,814.83,4,2,0,22,0.500000,0.500000
credit_off,1,34,0,appliances,appliances,standard,1078.74,4,0,0,2,0.000000,0.000000
credit_off,1,34,0,appliances,appliances,premium,1407.05,2,2,0,0,0.500000,0.500000
credit_off,1,35,0,food,food,budget,192.70,400,398,0,0,0.398798,0.398798
credit_off,1,35,0,food,food,standard,336.71,400,400,5,30,0.400802,0.400802
credit_off,1,35,0,food,food,premium,551.06,200,200,21,22,0.200401,0.200401
credit_off,1,35,0,leisure,leisure,budget,119.59,400,393,0,1,0.398985,0.398985
credit_off,1,35,0,leisure,leisure,standard,206.51,400,400,23,24,0.406091,0.406091
credit_off,1,35,0,leisure,leisure,premium,355.42,200,192,0,12,0.194924,0.194924
credit_off,1,35,0,clothing,clothing,budget,252.91,67,67,18,30,0.432258,0.432258
credit_off,1,35,0,clothing,clothing,standard,404.31,67,55,0,10,0.354839,0.354839
credit_off,1,35,0,clothing,clothing,premium,645.27,33,33,1,6,0.212903,0.212903
credit_off,1,35,0,hobby,hobby,budget,370.01,33,33,0,44,0.412500,0.412500
credit_off,1,35,0,hobby,hobby,standard,602.43,33,30,0,4,0.375000,0.375000
credit_off,1,35,0,hobby,hobby,premium,981.94,17,17,9,2,0.212500,0.212500
credit_off,1,35,0,electronics,electronics,budget,650.48,11,8,0,70,0.400000,0.400000
credit_off,1,35,0,electronics,electronics,standard,972.52,11,6,0,7,0.300000,0.300000
credit_off,1,35,0,electronics,electronics,premium,1527.38,6,6,1,1,0.300000,0.300000
credit_off,1,35,0,appliances,appliances,budget,794.46,4,4,1,30,0.571429,0.571429
credit_off,1,35,0,appliances,appliances,standard,1024.80,4,1,0,4,0.142857,0.142857
credit_off,1,35,0,appliances,appliances,premium,1407.05,2,2,1,0,0.285714,0.285714
credit_off,1,36,0,food,food,budget,192.66,400,400,16,0,0.407332,0.407332
credit_off,1,36,0,food,food,standard,336.92,400,397,0,29,0.404277,0.404277
credit_off,1,36,0,food,food,premium,553.96,200,185,0,20,0.188391,0.188391
credit_off,1,36,0,leisure,leisure,budget,119.48,400,384,0,2,0.392638,0.392638
credit_off,1,36,0,leisure,leisure,standard,207.10,400,394,0,27,0.402863,0.402863
credit_off,1,36,0,leisure,leisure,premium,354.71,200,200,0,10,0.204499,0.204499
credit_off,1,36,0,clothing,clothing,budget,256.31,67,67,14,29,0.426752,0.426752
credit_off,1,36,0,clothing,clothing,standard,400.69,67,67,26,5,0.426752,0.426752
credit_off,1,36,0,clothing,clothing,premium,646.25,33,23,0,4,0.146497,0.146497
