scenario,seed,tick,warmup,cpi,cpi_food,cpi_leisure,cpi_clothing,cpi_hobby,cpi_electronics,cpi_appliances,cpi_category_food,cpi_category_leisure,cpi_category_clothing,cpi_category_hobby,cpi_category_electronics,cpi_category_appliances,money_stock,loans_outstanding,loans_live,pool,money_created,money_destroyed,rationed,abstainer_households,abstainer_cash,abstainer_loans_outstanding,abstainer_debt_service,abstainer_spend,abstainer_quality,abstainer_wanted,abstainer_obtained,abstainer_wait_median,abstainer_wait_median_met,abstainer_food_wanted,abstainer_food_obtained,abstainer_food_spend,abstainer_food_budget_units,abstainer_food_standard_units,abstainer_food_premium_units,abstainer_leisure_wanted,abstainer_leisure_obtained,abstainer_leisure_spend,abstainer_leisure_budget_units,abstainer_leisure_standard_units,abstainer_leisure_premium_units,abstainer_clothing_wanted,abstainer_clothing_obtained,abstainer_clothing_spend,abstainer_clothing_budget_units,abstainer_clothing_standard_units,abstainer_clothing_premium_units,abstainer_hobby_wanted,abstainer_hobby_obtained,abstainer_hobby_spend,abstainer_hobby_budget_units,abstainer_hobby_standard_units,abstainer_hobby_premium_units,abstainer_electronics_wanted,abstainer_electronics_obtained,abstainer_electronics_spend,abstainer_electronics_budget_units,abstainer_electronics_standard_units,abstainer_electronics_premium_units,abstainer_appliances_wanted,abstainer_appliances_obtained,abstainer_appliances_spend,abstainer_appliances_budget_units,abstainer_appliances_standard_units,abstainer_appliances_premium_units,borrower_households,borrower_cash,borrower_loans_outstanding,borrower_debt_service,borrower_spend,borrower_quality,borrower_wanted,borrower_obtained,borrower_wait_median,borrower_wait_median_met,borrower_food_wanted,borrower_food_obtained,borrower_food_spend,borrower_food_budget_units,borrower_food_standard_units,borrower_food_premium_units,borrower_leisure_wanted,borrower_leisure_obtained,borrower_leisure_spend,borrower_leisure_budget_units,borrower_leisure_standard_units,borrower_leisure_premium_units,borrower_clothing_wanted,borrower_clothing_obtained,borrower_clothing_spend,borrower_clothing_budget_units,borrower_clothing_standard_units,borrower_clothing_premium_units,borrower_hobby_wanted,borrower_hobby_obtained,borrower_hobby_spend,borrower_hobby_budget_units,borrower_hobby_standard_units,borrower_hobby_premium_units,borrower_electronics_wanted,borrower_electronics_obtained,borrower_electronics_spend,borrower_electronics_budget_units,borrower_electronics_standard_units,borrower_electronics_premium_units,borrower_appliances_wanted,borrower_appliances_obtained,borrower_appliances_spend,borrower_appliances_budget_units,borrower_appliances_standard_units,borrower_appliances_premium_units
credit_off,4,32,0,1.036256,1.070547,1.006550,1.020690,0.935297,1.044227,1.228665,1.070547,1.006550,1.020690,0.935297,1.044227,1.228665,16304366.75,0.00,0,15067909.56,0.00,0.00,0,200,253276.95,0.00,0.00,124732.40,417.240000,548,445,4.500000,0.000000,200,199,62812.18,86,74,39,200,197,39465.29,82,75,40,56,31,11380.83,17,10,4,36,13,7082.50,5,6,2,30,4,3225.88,2,2,0,26,1,765.72,1,0,0,800,983180.24,0.00,0.00,523064.51,1702.680000,2128,1779,3.000000,0.000000,800,800,258161.42,313,326,161,800,786,159322.60,307,319,160,178,103,43191.94,36,45,22,141,62,34372.95,24,27,11,128,19,18952.00,8,5,6,81,9,9063.60,3,4,2
credit_off,4,33,0,1.037117,1.074387,1.006820,1.010604,0.933894,1.035400,1.268958,1.074387,1.006820,1.010604,0.933894,1.035400,1.268958,16304366.75,0.00,0,15069523.42,0.00,0.00,0,200,256621.17,0.00,0.00,127746.52,421.760000,553,440,4.000000,0.000000,200,197,63602.59,79,78,40,200,193,39744.22,75,75,43,58,35,13737.19,15,14,6,37,11,6629.77,2,7,2,30,4,4032.75,1,2,1,28,0,0.00,0,0,0,800,978222.16,0.00,0.00,526042.01,1712.800000,2170,1804,2.000000,0.000000,800,795,256032.45,321,314,160,800,789,157913.04,325,307,157,209,129,51609.13,52,53,24,145,68,37000.79,31,24,13,139,19,19214.78,5,9,5,77,4,4271.82,1,2,1
credit_off,4,34,0,1.036431,1.074133,1.006080,1.012391,0.933177,1.034942,1.232210,1.074133,1.006080,1.012391,0.933177,1.034942,1.232210,16304366.75,0.00,0,15069736.52,0.00,0.00,0,200,253103.37,0.00,0.00,134608.54,428.320000,557,450,3.000000,0.000000,200,194,62909.66,83,67,44,200,195,39772.73,79,73,43,49,31,11704.31,16,10,5,43,21,11360.96,8,10,3,35,7,7136.99,2,3,2,30,2,1723.89,1,1,0,800,981526.86,0.00,0.00,517779.23,1697.240000,2156,1783,3.000000,0.000000,800,777,249621.43,317,304,156,800,789,158599.10,316,316,157,205,135,55497.24,50,57,28,132,62,35335.21,25,23,14,138,16,14571.27,9,3,4,81,4,4154.98,1,2,1
credit_off,4,35,0,1.036336,1.074067,1.005360,1.016051,0.937178,1.029347,1.207343,1.074067,1.005360,1.016051,0.937178,1.029347,1.207343,16304366.75,0.00,0,15056093.78,0.00,0.00,0,200,255079.47,0.00,0.00,129114.64,417.600000,554,440,3.500000,0.000000,200,193,58176.94,90,74,29,200,196,39414.23,78,79,39,46,27,12663.40,4,15,8,43,18,12280.20,2,10,6,33,4,4887.20,0,2,2,32,2,1692.67,1,1,0,800,993193.50,0.00,0.00,509417.29,1674.680000,2146,1765,3.500000,0.000000,800,773,244949.34,310,326,137,800,786,158223.65,312,317,157,196,126,51196.43,50,51,25,124,55,31161.58,21,23,11,141,20,18873.27,7,9,4,85,5,5013.02,1,3,1
credit_off,4,36,0,1.035958,1.073207,1.004490,1.017177,0.940588,1.029142,1.200613,1.073207,1.004490,1.017177,0.940588,1.029142,1.200613,16304366.75,0.00,0,15052054.11,0.00,0.00,0,200,259314.73,0.00,0.00,126855.48,411.160000,541,433,7.000000,0.000000,200,198,63597.06,84,72,42,200,195,38331.93,84,74,37,38,17,8022.61,4,7,6,38,14,8328.40,6,4,4,34,7,7104.18,2,3,2,31,2,1471.30,2,0,0,800,992997.91,0.00,0.00,521279.52,1706.360000,2166,1803,3.000000,0.000000,800,797,257405.34,311,328,158,800,782,154748.34,314,326,142,203,136,53200.80,56,60,20,136,64,33729.68,27,29,8,141,20,18574.88,8,8,4,86,4,3620.48,1,3,0
credit_off,4,37,0,1.036021,1.075287,1.004080,1.012892,0.936494,1.037542,1.172403,1.075287,1.004080,1.012892,0.936494,1.037542,1.172403,16304366.75,0.00,0,15028391.90,0.00,0.00,0,200,258453.79,0.00,0.00,131951.68,429.160000,557,447,5.000000,0.000000,200,195,64821.18,77,71,47,200,194,39221.17,75,80,39,59,42,16719.22,18,16,8,35,10,4557.90,5,5,0,32,5,5294.68,2,1,2,31,1,1337.53,0,0,1,800,1017521.06,0.00,0.00,496560.78,1652.160000,2114,1736,5.000000,0.000000,800,778,248695.25,323,302,153,800,788,157069.63,317,320,151,171,100,43330.20,30,45,25,123,54,32368.50,15,27,12,131,10,10292.22,3,4,3,89,6,4804.98,4,2,0
credit_off,4,38,0,1.033640,1.075107,1.002940,1.009798,0.926569,1.016160,1.170338,1.075107,1.002940,1.009798,0.926569,1.016160,1.170338,16304366.75,0.00,0,15007348.00,0.00,0.00,0,200,265094.53,0.00,0.00,124450.00,413.200000,544,434,7.000000,0.000000,200,194,63310.80,79,72,43,200,195,39824.69,82,67,46,48,29,10027.24,16,11,2,33,11,6228.37,7,0,4,31,3,3370.27,0,2,1,32,2,1688.63,1,1,0,800,1031924.22,0.00,0.00,506680.77,1663.720000,2145,1767,5.000000,0.000000,800,783,246379.38,321,328,134,800,787,156079.72,317,323,147,174,104,40283.56,51,33,20,134,63,35479.22,24,26,13,142,22,20784.82,8,9,5,95,8,7674.07,3,3,2
credit_off,4,39,0,1.032180,1.075527,1.001770,0.997636,0.923850,1.012601,1.194830,1.075527,1.001770,0.997636,0.923850,1.012601,1.194830,16304366.75,0.00,0,14999379.09,0.00,0.00,0,200,266399.22,0.00,0.00,129786.05,427.960000,554,445,6.000000,0.000000,200,200,65060.87,87,66,47,200,196,40455.09,75,76,45,54,33,12331.98,16,12,5,34,13,8709.98,3,5,5,34,2,2455.82,0,1,1,32,1,772.31,1,0,0,800,1038588.44,0.00,0.00,514419.71,1701.720000,2173,1797,4.000000,0.000000,800,798,257211.37,311,334,153,800,790,157823.18,316,319,155,199,121,45537.47,51,55,15,134,64,34828.64,27,25,12,141,15,10232.72,11,4,0,99,9,8786.33,3,4,2
credit_off,4,40,0,1.034193,1.079667,1.002530,0.997437,0.922144,0.999654,1.237878,1.079667,1.002530,0.997437,0.922144,0.999654,1.237878,16304366.75,0.00,0,15012164.96,0.00,0.00,0,200,264126.68,0.00,0.00,133363.28,430.520000,563,453,6.000000,0.000000,200,200,65025.85,89,64,47,200,196,39779.48,83,68,45,52,32,11621.95,18,9,5,40,18,10824.29,6,7,5,38,6,5138.99,3,2,1,33,1,972.72,0,1,0,800,1028075.11,0.00,0.00,531597.26,1724.760000,2185,1811,4.000000,0.000000,800,799,258681.32,310,336,153,800,786,156874.52,317,315,154,213,135,54847.28,49,58,28,128,63,34426.93,26,25,12,148,22,20412.17,8,9,5,96,6,6355.04,2,2,2
credit_off,4,41,0,1.037584,1.080987,1.001620,1.014084,0.925174,1.030525,1.230555,1.080987,1.001620,1.014084,0.925174,1.030525,1.230555,16304366.75,0.00,0,14995271.40,0.00,0.00,0,200,263850.63,0.00,0.00,131366.79,424.560000,554,444,8.000000,0.000000,200,194,62910.67,81,72,41,200,198,38950.47,81,81,36,47,31,14509.66,8,12,11,36,14,7996.16,5,6,3,38,6,5561.21,2,3,1,33,1,1438.62,0,0,1,800,1045244.72,0.00,0.00,503914.32,1652.120000,2171,1753,5.000000,0.000000,800,763,245527.17,319,291,153,800,779,153118.37,319,319,141,204,124,47877.67,52,55,17,132,63,33666.84,26,27,10,137,19,18802.05,6,8,5,98,5,4922.22,2,2,1
credit_off,4,42,0,1.035940,1.079613,1.000530,1.012689,0.922792,1.028438,1.208785,1.079613,1.000530,1.012689,0.922792,1.028438,1.208785,16304366.75,0.00,0,14961526.25,0.00,0.00,0,200,272029.19,0.00,0.00,122912.18,409.520000,542,430,11.000000,0.000000,200,193,62931.94,78,74,41,200,196,39591.30,79,75,42,33,16,6671.77,8,3,5,42,22,10616.55,13,6,3,34,2,2164.07,1,0,1,33,1,936.55,0,1,0,800,1070811.31,0.00,0.00,495517.34,1651.400000,2167,1753,5.000000,0.000000,800,783,247522.14,322,326,135,800,787,157912.62,311,318,158,216,110,40850.42,59,34,17,114,48,25543.31,19,22,7,136,19,17917.16,7,8,4,101,6,5771.69,2,3,1
credit_off,4,43,0,1.033749,1.080240,1.000070,1.004278,0.912778,1.016300,1.190273,1.080240,1.000070,1.004278,0.912778,1.016300,1.190273,16304366.75,0.00,0,14964028.77,0.00,0.00,0,200,271002.18,0.00,0.00,132117.75,430.720000,566,448,7.000000,0.000000,200,200,65538.28,78,80,42,200,196,39867.53,74,81,41,59,35,14156.80,15,12,8,35,10,6740.80,2,4,4,37,3,2183.68,2,1,0,35,4,3630.66,3,0,1,800,1069335.80,0.00,0.00,522559.44,1706.280000,2184,1797,4.000000,0.000000,800,796,257756.60,318,320,158,800,783,156815.01,315,309,159,206,127,49469.51,52,55,20,134,63,33338.19,31,19,13,138,22,19288.61,9,10,3,106,6,5891.52,1,4,1
credit_off,4,44,0,1.037840,1.084833,1.000210,1.015013,0.914346,1.019321,1.238078,1.084833,1.000210,1.015013,0.914346,1.019321,1.238078,16304366.75,0.00,0,14956077.32,0.00,0.00,0,200,269730.87,0.00,0.00,132362.05,428.240000,565,448,6.000000,0.000000,200,195,64072.45,83,67,45,200,197,39788.32,79,76,42,53,33,13280.25,13,14,6,38,16,9415.23,5,7,4,40,5,4066.04,2,3,0,34,2,1739.76,1,1,0,800,1078558.56,0.00,0.00,511861.17,1677.040000,2154,1766,6.500000,0.000000,800,780,252238.70,317,311,152,800,786,156092.53,320,313,153,183,110,46725.79,38,45,27,133,67,36338.65,28,26,13,131,18,16026.02,8,7,3,107,5,4439.48,2,3,0
credit_off,4,45,0,1.037206,1.083920,0.999160,1.017156,0.921653,1.007661,1.220793,1.083920,0.999160,1.017156,0.921653,1.007661,1.220793,16304366.75,0.00,0,14957353.55,0.00,0.00,0,200,271905.84,0.00,0.00,128915.77,425.840000,560,444,7.500000,0.000000,200,200,65639.38,82,74,44,200,197,40205.08,79,73,45,53,31,12517.69,11,15,5,33,11,6309.31,3,6,2,40,4,2845.16,3,1,0,34,1,1399.15,0,0,1,800,1075107.36,0.00,0.00,524535.13,1711.960000,2171,1799,5.000000,0.000000,800,796,258758.02,314,326,156,800,791,157702.12,315,321,155,194,124,49197.64,53,49,22,134,66,37772.91,24,27,15,135,17,16850.37,3,10,4,108,5,4254.07,3,2,0
credit_off,4,46,0,1.036286,1.084067,0.998970,1.012587,0.924902,0.997610,1.195088,1.084067,0.998970,1.012587,0.924902,0.997610,1.195088,16304366.75,0.00,0,14958598.86,0.00,0.00,0,200,274595.58,0.00,0.00,128401.00,418.720000,569,442,7.000000,0.000000,200,196,63511.19,89,62,45,200,191,38924.78,83,61,47,54,31,11453.56,16,11,4,43,20,10647.12,10,6,4,38,2,1552.52,1,1,0,34,2,2311.83,0,1,1,800,1071172.31,0.00,0.00,525018.98,1698.320000,2192,1784,4.500000,0.000000,800,790,256974.43,311,324,155,800,779,154732.12,317,309,153,205,128,53764.73,44,55,29,130,53,28352.45,23,21,9,144,26,23946.38,10,10,6,113,8,7248.87,4,3,1
credit_off,4,47,0,1.037747,1.084487,0.999110,1.016379,0.921658,1.019221,1.214288,1.084487,0.999110,1.016379,0.921658,1.019221,1.214288,16304366.75,0.00,0,14954039.89,0.00,0.00,0,200,271720.96,0.00,0.00,133965.36,428.600000,566,445,8.500000,0.000000,200,196,63780.05,78,79,39,200,192,38325.93,73,83,36,54,33,14842.83,13,8,12,41,20,12521.69,5,9,6,39,4,4494.86,1,1,2,32,0,0.00,0,0,0,800,1078605.90,0.00,0.00,513650.34,1691.200000,2185,1792,5.000000,0.000000,800,795,256732.93,322,320,153,800,787,155634.61,322,314,151,201,126,48521.93,54,55,17,132,63,33598.08,28,24,11,136,17,15075.57,8,6,3,116,4,4087.22,1,2,1
credit_off,4,48,0,1.036632,1.083800,0.997650,1.013892,0.932532,1.006541,1.179120,1.083800,0.997650,1.013892,0.932532,1.006541,1.179120,16304366.75,0.00,0,14940414.05,0.00,0.00,0,200,275451.69,0.00,0.00,127360.01,412.920000,547,431,14.000000,0.000000,200,195,63644.19,81,72,42,200,193,38784.72,73,82,38,37,22,9099.32,12,3,7,35,13,8555.03,4,4,5,40,6,5172.37,3,2,1,35,2,2104.38,1,0,1,800,1088501.01,0.00,0.00,511188.82,1677.120000,2176,1776,6.000000,0.000000,800,790,253083.81,319,328,143,800,784,154688.24,318,318,148,185,113,43992.61,46,51,16,133,64,36034.72,23,29,12,139,20,18478.50,7,9,4,119,5,4910.94,1,3,1
